Town,Cases,Date,Lat,Lon,Deaths,CaseRate,Daily_reported_cases,Daily_reported_cases_MA7
Bethany,14,4/19/2020,41.422964,-72.9941871,1,256,0,0
Bethany,15,4/20/2020,41.422964,-72.9941871,1,274,1,1
Bethany,16,4/21/2020,41.422964,-72.9941871,1,292,1,1
Bethany,16,4/22/2020,41.422964,-72.9941871,1,292,0,0
Bethany,19,4/23/2020,41.422964,-72.9941871,1,347,3,1
Bethany,21,4/24/2020,41.422964,-72.9941871,1,383,2,1
Bethany,21,4/25/2020,41.422964,-72.9941871,1,383,0,1
Bethany,22,4/26/2020,41.422964,-72.9941871,1,402,1,1
Bethany,22,4/27/2020,41.422964,-72.9941871,1,402,0,1
Bethany,20,4/28/2020,41.422964,-72.9941871,0,365,-2,0
Bethany,20,4/29/2020,41.422964,-72.9941871,0,365,0,0
Bethany,21,4/30/2020,41.422964,-72.9941871,0,383,1,0
Bethany,22,5/1/2020,41.422964,-72.9941871,0,402,1,0
Bethany,21,5/2/2020,41.422964,-72.9941871,0,383,-1,0
Bethany,21,5/4/2020,41.422964,-72.9941871,0,383,0,0
Newtown,5,3/24/2020,41.3980947,-73.2931691,0,0,0,0
Newtown,12,3/25/2020,41.3980947,-73.2931691,0,0,7,0
Newtown,14,3/26/2020,41.3980947,-73.2931691,0,0,2,0
Newtown,16,3/27/2020,41.3980947,-73.2931691,0,0,2,0
Newtown,22,3/28/2020,41.3980947,-73.2931691,0,0,6,0
Newtown,26,3/29/2020,41.3980947,-73.2931691,0,0,4,0
Newtown,28,3/30/2020,41.3980947,-73.2931691,0,0,2,0
Newtown,33,3/31/2020,41.3980947,-73.2931691,0,0,5,4
Newtown,33,4/1/2020,41.3980947,-73.2931691,0,0,0,3
Newtown,33,4/2/2020,41.3980947,-73.2931691,0,0,0,2
Newtown,48,4/3/2020,41.3980947,-73.2931691,0,0,15,4
Newtown,48,4/4/2020,41.3980947,-73.2931691,1,0,0,3
Newtown,49,4/5/2020,41.3980947,-73.2931691,2,0,1,3
Newtown,53,4/6/2020,41.3980947,-73.2931691,2,0,4,3
Newtown,55,4/7/2020,41.3980947,-73.2931691,2,0,2,3
Newtown,54,4/8/2020,41.3980947,-73.2931691,1,0,-1,3
Newtown,55,4/9/2020,41.3980947,-73.2931691,1,0,1,3
Newtown,58,4/10/2020,41.3980947,-73.2931691,2,0,3,1
Newtown,60,4/11/2020,41.3980947,-73.2931691,2,0,2,1
Newtown,60,4/12/2020,41.3980947,-73.2931691,2,0,0,1
Newtown,60,4/13/2020,41.3980947,-73.2931691,2,0,0,1
Newtown,64,4/14/2020,41.3980947,-73.2931691,2,0,4,1
Newtown,61,4/15/2020,41.3980947,-73.2931691,3,0,-3,1
Newtown,64,4/16/2020,41.3980947,-73.2931691,3,230,3,1
Newtown,66,4/17/2020,41.3980947,-73.2931691,3,238,2,1
Newtown,67,4/18/2020,41.3980947,-73.2931691,3,241,1,1
Newtown,68,4/19/2020,41.3980947,-73.2931691,3,245,1,1
Newtown,66,4/20/2020,41.3980947,-73.2931691,3,238,-2,0
Newtown,66,4/21/2020,41.3980947,-73.2931691,4,238,0,0
Newtown,99,4/22/2020,41.3980947,-73.2931691,5,356,33,5
Newtown,97,4/23/2020,41.3980947,-73.2931691,3,349,-2,4
Newtown,99,4/24/2020,41.3980947,-73.2931691,3,356,2,4
Newtown,98,4/25/2020,41.3980947,-73.2931691,5,353,-1,4
Newtown,99,4/26/2020,41.3980947,-73.2931691,5,356,1,4
Newtown,101,4/27/2020,41.3980947,-73.2931691,7,364,2,5
Newtown,103,4/28/2020,41.3980947,-73.2931691,7,371,2,5
Newtown,103,4/29/2020,41.3980947,-73.2931691,7,371,0,0
Newtown,111,4/30/2020,41.3980947,-73.2931691,8,400,8,2
Newtown,111,5/1/2020,41.3980947,-73.2931691,8,400,0,1
Newtown,116,5/2/2020,41.3980947,-73.2931691,9,418,5,2
Newtown,122,5/4/2020,41.3980947,-73.2931691,10,439,6,3
Ledyard,0,3/24/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,0,3/25/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,0,3/26/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,1,3/27/2020,41.4311315,-72.0203029,0,0,1,0
Ledyard,1,3/28/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,1,3/29/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,2,3/30/2020,41.4311315,-72.0203029,0,0,1,0
Ledyard,2,3/31/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,2,4/1/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,2,4/2/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,2,4/3/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,2,4/4/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,2,4/5/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,3,4/6/2020,41.4311315,-72.0203029,0,0,1,0
Ledyard,4,4/7/2020,41.4311315,-72.0203029,0,0,1,0
Ledyard,4,4/8/2020,41.4311315,-72.0203029,0,0,0,0
Ledyard,3,4/9/2020,41.4311315,-72.0203029,1,0,-1,0
Ledyard,3,4/10/2020,41.4311315,-72.0203029,1,0,0,0
Ledyard,3,4/11/2020,41.4311315,-72.0203029,1,0,0,0
Ledyard,3,4/12/2020,41.4311315,-72.0203029,1,0,0,0
Ledyard,5,4/13/2020,41.4311315,-72.0203029,1,0,2,0
Ledyard,6,4/14/2020,41.4311315,-72.0203029,1,0,1,0
Ledyard,6,4/15/2020,41.4311315,-72.0203029,1,0,0,0
Ledyard,6,4/16/2020,41.4311315,-72.0203029,1,41,0,0
Ledyard,7,4/17/2020,41.4311315,-72.0203029,1,48,1,0
Ledyard,7,4/18/2020,41.4311315,-72.0203029,1,48,0,0
Ledyard,8,4/19/2020,41.4311315,-72.0203029,1,54,1,0
Ledyard,8,4/20/2020,41.4311315,-72.0203029,1,54,0,0
Ledyard,8,4/21/2020,41.4311315,-72.0203029,1,54,0,0
Ledyard,8,4/22/2020,41.4311315,-72.0203029,1,54,0,0
Ledyard,8,4/23/2020,41.4311315,-72.0203029,1,54,0,0
Ledyard,8,4/24/2020,41.4311315,-72.0203029,1,54,0,0
Ledyard,9,4/25/2020,41.4311315,-72.0203029,1,61,1,0
Ledyard,9,4/26/2020,41.4311315,-72.0203029,1,61,0,0
Ledyard,9,4/27/2020,41.4311315,-72.0203029,1,61,0,0
Ledyard,9,4/28/2020,41.4311315,-72.0203029,1,61,0,0
Ledyard,9,4/29/2020,41.4311315,-72.0203029,1,61,0,0
Ledyard,11,4/30/2020,41.4311315,-72.0203029,1,75,2,0
Ledyard,12,5/1/2020,41.4311315,-72.0203029,1,81,1,0
Ledyard,12,5/2/2020,41.4311315,-72.0203029,1,81,0,0
Ledyard,13,5/4/2020,41.4311315,-72.0203029,1,88,1,0
Montville,1,3/24/2020,41.4638999,-72.1555701,0,0,0,0
Montville,1,3/25/2020,41.4638999,-72.1555701,0,0,0,0
Montville,1,3/26/2020,41.4638999,-72.1555701,0,0,0,0
Montville,1,3/27/2020,41.4638999,-72.1555701,0,0,0,0
Montville,1,3/28/2020,41.4638999,-72.1555701,0,0,0,0
Montville,1,3/29/2020,41.4638999,-72.1555701,0,0,0,0
Montville,1,3/30/2020,41.4638999,-72.1555701,0,0,0,0
Montville,2,3/31/2020,41.4638999,-72.1555701,0,0,1,0
Montville,3,4/1/2020,41.4638999,-72.1555701,0,0,1,0
Montville,2,4/2/2020,41.4638999,-72.1555701,0,0,-1,0
Montville,2,4/3/2020,41.4638999,-72.1555701,0,0,0,0
Montville,2,4/4/2020,41.4638999,-72.1555701,0,0,0,0
Montville,2,4/5/2020,41.4638999,-72.1555701,0,0,0,0
Montville,2,4/6/2020,41.4638999,-72.1555701,0,0,0,0
Montville,3,4/7/2020,41.4638999,-72.1555701,0,0,1,0
Montville,13,4/8/2020,41.4638999,-72.1555701,0,0,10,1
Montville,14,4/9/2020,41.4638999,-72.1555701,0,0,1,1
Montville,15,4/10/2020,41.4638999,-72.1555701,0,0,1,1
Montville,18,4/11/2020,41.4638999,-72.1555701,0,0,3,2
Montville,19,4/12/2020,41.4638999,-72.1555701,0,0,1,2
Montville,19,4/13/2020,41.4638999,-72.1555701,0,0,0,2
Montville,19,4/14/2020,41.4638999,-72.1555701,0,0,0,2
Montville,21,4/15/2020,41.4638999,-72.1555701,0,0,2,1
Montville,24,4/16/2020,41.4638999,-72.1555701,0,128,3,1
Montville,39,4/17/2020,41.4638999,-72.1555701,0,208,15,3
Montville,39,4/18/2020,41.4638999,-72.1555701,0,208,0,3
Montville,39,4/19/2020,41.4638999,-72.1555701,0,208,0,2
Montville,41,4/20/2020,41.4638999,-72.1555701,0,219,2,3
Montville,46,4/21/2020,41.4638999,-72.1555701,0,246,5,3
Montville,52,4/22/2020,41.4638999,-72.1555701,0,278,6,4
Montville,56,4/23/2020,41.4638999,-72.1555701,0,299,4,4
Montville,58,4/24/2020,41.4638999,-72.1555701,0,310,2,2
Montville,59,4/25/2020,41.4638999,-72.1555701,0,315,1,2
Montville,59,4/26/2020,41.4638999,-72.1555701,0,315,0,2
Montville,61,4/27/2020,41.4638999,-72.1555701,0,326,2,2
Montville,62,4/28/2020,41.4638999,-72.1555701,0,331,1,2
Montville,63,4/29/2020,41.4638999,-72.1555701,0,337,1,1
Montville,65,4/30/2020,41.4638999,-72.1555701,0,347,2,1
Montville,66,5/1/2020,41.4638999,-72.1555701,0,353,1,1
Montville,67,5/2/2020,41.4638999,-72.1555701,0,358,1,1
Montville,67,5/4/2020,41.4638999,-72.1555701,0,358,0,1
North Stonington,0,3/24/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,3/25/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,3/26/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,3/27/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,3/28/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,3/29/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,3/30/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,3/31/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/1/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/2/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/3/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/4/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/5/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/6/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/7/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/8/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/9/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/10/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/11/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/12/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/13/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/14/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/15/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,0,4/16/2020,41.4711838,-71.8723695,0,0,0,0
North Stonington,1,4/17/2020,41.4711838,-71.8723695,0,19,1,0
North Stonington,1,4/18/2020,41.4711838,-71.8723695,0,19,0,0
North Stonington,2,4/19/2020,41.4711838,-71.8723695,0,38,1,0
North Stonington,2,4/20/2020,41.4711838,-71.8723695,0,38,0,0
North Stonington,1,4/21/2020,41.4711838,-71.8723695,0,19,-1,0
North Stonington,1,4/22/2020,41.4711838,-71.8723695,0,19,0,0
North Stonington,2,4/23/2020,41.4711838,-71.8723695,0,38,1,0
North Stonington,2,4/24/2020,41.4711838,-71.8723695,0,38,0,0
North Stonington,2,4/25/2020,41.4711838,-71.8723695,0,38,0,0
North Stonington,2,4/26/2020,41.4711838,-71.8723695,0,38,0,0
North Stonington,2,4/27/2020,41.4711838,-71.8723695,0,38,0,0
North Stonington,2,4/28/2020,41.4711838,-71.8723695,0,38,0,0
North Stonington,3,4/29/2020,41.4711838,-71.8723695,0,57,1,0
North Stonington,3,4/30/2020,41.4711838,-71.8723695,0,57,0,0
North Stonington,4,5/1/2020,41.4711838,-71.8723695,0,76,1,0
North Stonington,6,5/2/2020,41.4711838,-71.8723695,0,114,2,0
North Stonington,5,5/4/2020,41.4711838,-71.8723695,0,95,-1,0
Salem,0,3/24/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,3/25/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,3/26/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,3/27/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,3/28/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,3/29/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,3/30/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,3/31/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,4/1/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,4/2/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,4/3/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,4/4/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,4/5/2020,41.4893505,-72.2583804,0,0,0,0
Salem,0,4/6/2020,41.4893505,-72.2583804,0,0,0,0
Salem,1,4/7/2020,41.4893505,-72.2583804,0,0,1,0
Salem,2,4/8/2020,41.4893505,-72.2583804,0,0,1,0
Salem,3,4/9/2020,41.4893505,-72.2583804,0,0,1,0
Salem,3,4/10/2020,41.4893505,-72.2583804,0,0,0,0
Salem,3,4/11/2020,41.4893505,-72.2583804,0,0,0,0
Salem,3,4/12/2020,41.4893505,-72.2583804,0,0,0,0
Salem,3,4/13/2020,41.4893505,-72.2583804,0,0,0,0
Salem,3,4/14/2020,41.4893505,-72.2583804,0,0,0,0
Salem,3,4/15/2020,41.4893505,-72.2583804,0,0,0,0
Salem,3,4/16/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/17/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/18/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/19/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/20/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/21/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/22/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/23/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,4/24/2020,41.4893505,-72.2583804,0,73,0,0
Salem,4,4/25/2020,41.4893505,-72.2583804,0,97,1,0
Salem,4,4/26/2020,41.4893505,-72.2583804,0,97,0,0
Salem,3,4/27/2020,41.4893505,-72.2583804,0,73,-1,0
Salem,4,4/28/2020,41.4893505,-72.2583804,0,97,1,0
Salem,3,4/29/2020,41.4893505,-72.2583804,0,73,-1,0
Salem,3,4/30/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,5/1/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,5/2/2020,41.4893505,-72.2583804,0,73,0,0
Salem,3,5/4/2020,41.4893505,-72.2583804,0,73,0,0
Middlefield,0,3/24/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,0,3/25/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,0,3/26/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,0,3/27/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,0,3/28/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,0,3/29/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,1,3/30/2020,41.514163,-72.7178435,0,0,1,0
Middlefield,1,3/31/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,1,4/1/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,2,4/2/2020,41.514163,-72.7178435,0,0,1,0
Middlefield,2,4/3/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,2,4/4/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,2,4/5/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,2,4/6/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,2,4/7/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,2,4/8/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,3,4/9/2020,41.514163,-72.7178435,0,0,1,0
Middlefield,5,4/10/2020,41.514163,-72.7178435,0,0,2,0
Middlefield,6,4/11/2020,41.514163,-72.7178435,0,0,1,0
Middlefield,6,4/12/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,7,4/13/2020,41.514163,-72.7178435,0,0,1,0
Middlefield,7,4/14/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,7,4/15/2020,41.514163,-72.7178435,0,0,0,0
Middlefield,7,4/16/2020,41.514163,-72.7178435,0,160,0,0
Middlefield,7,4/17/2020,41.514163,-72.7178435,0,160,0,0
Middlefield,7,4/18/2020,41.514163,-72.7178435,0,160,0,0
Middlefield,8,4/19/2020,41.514163,-72.7178435,0,183,1,0
Middlefield,7,4/20/2020,41.514163,-72.7178435,0,160,-1,0
Middlefield,7,4/21/2020,41.514163,-72.7178435,0,160,0,0
Middlefield,8,4/22/2020,41.514163,-72.7178435,0,183,1,0
Middlefield,9,4/23/2020,41.514163,-72.7178435,0,205,1,0
Middlefield,10,4/24/2020,41.514163,-72.7178435,0,228,1,0
Middlefield,10,4/25/2020,41.514163,-72.7178435,0,228,0,0
Middlefield,10,4/26/2020,41.514163,-72.7178435,0,228,0,0
Middlefield,10,4/27/2020,41.514163,-72.7178435,0,228,0,0
Middlefield,9,4/28/2020,41.514163,-72.7178435,0,205,-1,0
Middlefield,9,4/29/2020,41.514163,-72.7178435,0,205,0,0
Middlefield,10,4/30/2020,41.514163,-72.7178435,0,228,1,0
Middlefield,11,5/1/2020,41.514163,-72.7178435,0,251,1,0
Middlefield,12,5/2/2020,41.514163,-72.7178435,0,274,1,0
Middlefield,13,5/4/2020,41.514163,-72.7178435,0,297,1,0
Cheshire,0,3/24/2020,41.5118273,-72.9036174,0,0,0,0
Cheshire,0,3/25/2020,41.5118273,-72.9036174,0,0,0,0
Cheshire,3,3/26/2020,41.5118273,-72.9036174,0,0,3,0
Cheshire,6,3/27/2020,41.5118273,-72.9036174,0,0,3,0
Cheshire,8,3/28/2020,41.5118273,-72.9036174,0,0,2,0
Cheshire,9,3/29/2020,41.5118273,-72.9036174,0,0,1,0
Cheshire,13,3/30/2020,41.5118273,-72.9036174,0,0,4,0
Cheshire,18,3/31/2020,41.5118273,-72.9036174,0,0,5,2
Cheshire,20,4/1/2020,41.5118273,-72.9036174,1,0,2,2
Cheshire,20,4/2/2020,41.5118273,-72.9036174,1,0,0,2
Cheshire,26,4/3/2020,41.5118273,-72.9036174,0,0,6,2
Cheshire,27,4/4/2020,41.5118273,-72.9036174,1,0,1,2
Cheshire,27,4/5/2020,41.5118273,-72.9036174,1,0,0,2
Cheshire,30,4/6/2020,41.5118273,-72.9036174,1,0,3,2
Cheshire,33,4/7/2020,41.5118273,-72.9036174,1,0,3,2
Cheshire,36,4/8/2020,41.5118273,-72.9036174,1,0,3,2
Cheshire,39,4/9/2020,41.5118273,-72.9036174,2,0,3,2
Cheshire,42,4/10/2020,41.5118273,-72.9036174,2,0,3,2
Cheshire,47,4/11/2020,41.5118273,-72.9036174,2,0,5,2
Cheshire,49,4/12/2020,41.5118273,-72.9036174,2,0,2,3
Cheshire,54,4/13/2020,41.5118273,-72.9036174,2,0,5,3
Cheshire,55,4/14/2020,41.5118273,-72.9036174,2,0,1,3
Cheshire,58,4/15/2020,41.5118273,-72.9036174,5,0,3,3
Cheshire,64,4/16/2020,41.5118273,-72.9036174,5,219,6,3
Cheshire,67,4/17/2020,41.5118273,-72.9036174,5,230,3,3
Cheshire,70,4/18/2020,41.5118273,-72.9036174,5,240,3,3
Cheshire,74,4/19/2020,41.5118273,-72.9036174,5,254,4,3
Cheshire,82,4/20/2020,41.5118273,-72.9036174,6,281,8,4
Cheshire,83,4/21/2020,41.5118273,-72.9036174,6,284,1,4
Cheshire,89,4/22/2020,41.5118273,-72.9036174,6,305,6,4
Cheshire,92,4/23/2020,41.5118273,-72.9036174,7,315,3,4
Cheshire,104,4/24/2020,41.5118273,-72.9036174,6,356,12,5
Cheshire,106,4/25/2020,41.5118273,-72.9036174,6,363,2,5
Cheshire,108,4/26/2020,41.5118273,-72.9036174,6,370,2,4
Cheshire,116,4/27/2020,41.5118273,-72.9036174,9,398,8,4
Cheshire,117,4/28/2020,41.5118273,-72.9036174,9,401,1,4
Cheshire,119,4/29/2020,41.5118273,-72.9036174,14,408,2,4
Cheshire,125,4/30/2020,41.5118273,-72.9036174,14,428,6,4
Cheshire,129,5/1/2020,41.5118273,-72.9036174,14,442,4,3
Cheshire,131,5/2/2020,41.5118273,-72.9036174,14,449,2,3
Cheshire,137,5/4/2020,41.5118273,-72.9036174,14,470,6,4
Sharon,1,3/24/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,1,3/25/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,2,3/26/2020,41.8607607,-73.4492128,0,0,1,0
Sharon,2,3/27/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,3,3/28/2020,41.8607607,-73.4492128,0,0,1,0
Sharon,3,3/29/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,3,3/30/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,3,3/31/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,3,4/1/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,4,4/2/2020,41.8607607,-73.4492128,0,0,1,0
Sharon,6,4/3/2020,41.8607607,-73.4492128,0,0,2,0
Sharon,6,4/4/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,6,4/5/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,6,4/6/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,6,4/7/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,6,4/8/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,6,4/9/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,7,4/10/2020,41.8607607,-73.4492128,0,0,1,0
Sharon,7,4/11/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,8,4/12/2020,41.8607607,-73.4492128,0,0,1,0
Sharon,8,4/13/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,8,4/14/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,8,4/15/2020,41.8607607,-73.4492128,0,0,0,0
Sharon,10,4/16/2020,41.8607607,-73.4492128,0,370,2,0
Sharon,10,4/17/2020,41.8607607,-73.4492128,0,370,0,0
Sharon,10,4/18/2020,41.8607607,-73.4492128,0,370,0,0
